,solar-rooftop,onwind,offwind
2023-12-13 03:30:00+01:00,0.0,0.12489714370282669,0.19437012027853978
2023-12-13 03:45:00+01:00,0.0,0.12133343199644814,0.18788140958008018
2023-12-13 04:00:00+01:00,0.0,0.11653396477726802,0.18610677358092426
2023-12-13 04:15:00+01:00,0.0,0.10973212964333284,0.1739818527115425
2023-12-13 04:30:00+01:00,0.0,0.1025055498002072,0.15882464654990502
2023-12-13 04:45:00+01:00,0.0,0.094675151694539,0.15111837940493775
2023-12-13 05:00:00+01:00,0.0,0.09199644812786739,0.1505043258071323
2023-12-13 05:15:00+01:00,0.0,0.0860811010803611,0.1516712386579447
2023-12-13 05:30:00+01:00,0.0,0.07878496374130532,0.1461426461278751
2023-12-13 05:45:00+01:00,0.0,0.07295693355039219,0.138493353028065
2023-12-13 06:00:00+01:00,0.0,0.06963445315968625,0.13897868748681155
2023-12-13 06:15:00+01:00,0.0,0.06636081101080361,0.13260392487866637
2023-12-13 06:30:00+01:00,0.0,0.06460707414533078,0.12522051065625658
2023-12-13 06:45:00+01:00,0.0,0.06178629569335504,0.12222620806077232
2023-12-13 07:00:00+01:00,0.0,0.05849785407725322,0.11633889006119436
2023-12-13 07:15:00+01:00,0.0,0.05241379310344828,0.11236336779911374
2023-12-13 07:30:00+01:00,0.0,0.04804203048690247,0.10541464443975522
2023-12-13 07:45:00+01:00,0.0,0.04487050466183217,0.10677991137370753
2023-12-13 08:00:00+01:00,0.0,0.04099156430368507,0.11012238868959696
2023-12-13 08:15:00+01:00,0.0,0.03920822850377387,0.11094745726946613
2023-12-13 08:30:00+01:00,4.114887663566785e-07,0.0392111883972177,0.10831399029331082
2023-12-13 08:45:00+01:00,2.3043370915973997e-05,0.036550244191209114,0.11326229162270521
2023-12-13 09:00:00+01:00,0.0001185087647107234,0.032298357259138676,0.11847014138003797
2023-12-13 09:15:00+01:00,0.00022467286643074644,0.02945537960633417,0.12223253851023423
2023-12-13 09:30:00+01:00,0.00037939264258085754,0.027817078585170935,0.12538721249208695
2023-12-13 09:45:00+01:00,0.000510657559048638,0.025345567559567853,0.1313652669339523
2023-12-13 10:00:00+01:00,0.0006345156777219982,0.02197276898031671,0.13643173665330238
2023-12-13 10:15:00+01:00,0.0007176364085260473,0.019957081545064377,0.14046212281071957
2023-12-13 10:30:00+01:00,0.0007917043864702493,0.019482018647328694,0.14729056763030174
2023-12-13 10:45:00+01:00,0.0008991029544893425,0.018977356815154653,0.15749947246254484
2023-12-13 11:00:00+01:00,0.000977697308863468,0.01793103448275862,0.17060983329816418
2023-12-13 11:15:00+01:00,0.0011188379557238088,0.016745597158502296,0.1790546528803545
2023-12-13 11:30:00+01:00,0.0010657559048637972,0.016560603818262545,0.17820426250263768
2023-12-13 11:45:00+01:00,0.0009517735165829972,0.016696758916679,0.1759970457902511
2023-12-13 12:00:00+01:00,0.0008752366060406551,0.015398845641556904,0.16860308081873812
2023-12-13 12:15:00+01:00,0.0009291416344333799,0.01510433624389522,0.1686579447140747
2023-12-13 12:30:00+01:00,0.0010032096123775822,0.014996300133195205,0.1826841105718506
2023-12-13 12:45:00+01:00,0.0009912764381532384,0.014741749297025307,0.19514454526271363
2023-12-13 13:00:00+01:00,0.0009797547526952514,0.014818706526565043,0.2114496729267778
2023-12-13 13:15:00+01:00,0.0009414862974240803,0.015153174485718514,0.2302722093268622
2023-12-13 13:30:00+01:00,0.0008871697802649987,0.014984460559419861,0.2616184849124288
2023-12-13 13:45:00+01:00,0.0008822319150687186,0.015469883084208968,0.28692129141169026
2023-12-13 14:00:00+01:00,0.0008970455106575591,0.016452567707562527,0.2764085250052754
2023-12-13 14:15:00+01:00,0.0008756480948070118,0.018086428888560012,0.26675880987550116
2023-12-13 14:30:00+01:00,0.0007044687680026336,0.020152434512357553,0.2586706056129985
2023-12-13 14:45:00+01:00,0.0004728005925438236,0.02283409797247299,0.24894914538932264
2023-12-13 15:00:00+01:00,0.0003320714344498395,0.02570075477282818,0.2342751635366111
2023-12-13 15:15:00+01:00,0.0003024442432721587,0.0232869616693799,0.2316079341633256
2023-12-13 15:30:00+01:00,0.00028927660274874494,0.02812490750332988,0.23991137370753324
2023-12-13 15:45:00+01:00,0.00012632705127150028,0.03544028414977061,0.24233382570162484
2023-12-13 16:00:00+01:00,2.7158258579540778e-05,0.03889595974544916,0.2446085672082718
2023-12-13 16:15:00+01:00,1.2344662990700353e-06,0.04572147402693503,0.23960118168389957
2023-12-13 16:30:00+01:00,0.0,0.05251294953381678,0.23555813462755854
2023-12-13 16:45:00+01:00,0.0,0.05770164274086133,0.23852500527537454
2023-12-13 17:00:00+01:00,0.0,0.062419712890335946,0.23709854399662375
2023-12-13 17:15:00+01:00,0.0,0.07698978836761877,0.24056552015193078
2023-12-13 17:30:00+01:00,0.0,0.08125351487346455,0.24910318632622916
2023-12-13 17:45:00+01:00,0.0,0.08357259138671008,0.2693753956530914
2023-12-13 18:00:00+01:00,0.0,0.09336095900547581,0.2972335935851445
2023-12-13 18:15:00+01:00,0.0,0.09850525381086281,0.31213336146866427
2023-12-13 18:30:00+01:00,0.0,0.10707710522421193,0.333897446718717
2023-12-13 18:45:00+01:00,0.0,0.11581175077697202,0.3577189280438911
2023-12-13 19:00:00+01:00,0.0,0.1235829510137635,0.38828233804600126
2023-12-13 19:15:00+01:00,0.0,0.1257273938138227,0.42379404937750575
2023-12-13 19:30:00+01:00,0.0,0.13220660056237976,0.44157628191601606
2023-12-13 19:45:00+01:00,0.0,0.1365990824330324,0.4497932053175776
2023-12-13 20:00:00+01:00,0.0,0.1398786443688027,0.4533804600126609
2023-12-13 20:15:00+01:00,0.0,0.15070889447979874,0.45244777379193923
2023-12-13 20:30:00+01:00,0.0,0.14621577623205564,0.4456784131673349
2023-12-13 20:45:00+01:00,0.0,0.14383306200976764,0.4427600759653935
2023-12-13 21:00:00+01:00,0.0,0.14417788959597455,0.461867482591264
2023-12-13 21:15:00+01:00,0.0,0.15058013911499185,0.5007469930365056
2023-12-13 21:30:00+01:00,0.0,0.15043066449607814,0.5670837729478793
2023-12-13 21:45:00+01:00,0.0,0.13611957969513097,0.606463388900612
2023-12-13 22:00:00+01:00,0.0,0.12870356667159982,0.6099641274530492
2023-12-13 22:15:00+01:00,0.0,0.1245034778747965,0.5910635155096012
2023-12-13 22:30:00+01:00,0.0,0.12378126387450052,0.5888921713441655
2023-12-13 22:45:00+01:00,0.0,0.1265088056829954,0.5994555813462756
2023-12-13 23:00:00+01:00,0.0,0.12608258102708303,0.5958451150031653
2023-12-13 23:15:00+01:00,0.0,0.12337279857925115,0.5943047056341
